DocumentID,DocumentTitle,LastUpdated,SectionID,SectionSlug,HeaderLevel,HeaderText,BodyText,ParentSectionID,Keywords,URLs
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-316,mig-welding-safe-work-procedure,4,MIG Welding Safe Work Procedure,MIG Welding Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/mig-welding-safe-work-pro-cedure-2753>,plant-equipment-mgmt-302,"welding, procedure",https://content.sdp.education.vic.gov.au/media/mig-welding-safe-work-pro-cedure-2753
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-317,mortiser-risk-management-formmortiser-risk-management-form,4,Mortiser Risk Management FormMortiser Risk Management Form,Mortiser Risk Management FormMortiser Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/mortiser-risk-management-form-2756>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/mortiser-risk-management-form-2756
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-318,mortiser-safe-work-proceduremortiser-safe-work-procedure,4,Mortiser Safe Work ProcedureMortiser Safe Work Procedure,Mortiser Safe Work ProcedureMortiser Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/mortiser-safe-work-proce-dure-2755>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/mortiser-safe-work-proce-dure-2755
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-319,nail-gun-risk-management-formnail-gun-risk-management-form,4,Nail Gun Risk Management FormNail Gun Risk Management Form,Nail Gun Risk Management FormNail Gun Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/nail-gun-risk-management-form-2763>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/nail-gun-risk-management-form-2763
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-320,nail-gun-safe-work-procedure,4,Nail Gun Safe Work Procedure,Nail Gun Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/nail-gun-safe-work-proce-dure-2762>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/nail-gun-safe-work-proce-dure-2762
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-321,oxy-acetylene-equipment-risk-management-formoxy-acetylene-equipment-risk-managem,4,Oxy-acetylene Equipment Risk Management FormOxy-acetylene Equipment Risk Management Form,Oxy-acetylene Equipment Risk Management FormOxy-acetylene Equipment Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/oxy-acetylene-equipment-risk-management-form-2780>,plant-equipment-mgmt-302,"risk, equipment, form",https://content.sdp.education.vic.gov.au/media/oxy-acetylene-equipment-risk-management-form-2780
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-322,oxy-acetylene-equipment-safe-work-procedureoxy-acetylene-equipment-safe-work-pro,4,Oxy-acetylene Equipment Safe Work ProcedureOxy-acetylene Equipment Safe Work Procedure,Oxy-acetylene Equipment Safe Work ProcedureOxy-acetylene Equipment Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/oxy-acetylene-equipment-safe-work-procedure-2779>,plant-equipment-mgmt-302,"equipment, procedure",https://content.sdp.education.vic.gov.au/media/oxy-acetylene-equipment-safe-work-procedure-2779
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-323,power-drill-risk-management-formpower-drill-risk-management-form,4,Power Drill Risk Management FormPower Drill Risk Management Form,Power Drill Risk Management FormPower Drill Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/power-drill-risk-manage-ment-form-2792>,plant-equipment-mgmt-302,"risk, drill, form",https://content.sdp.education.vic.gov.au/media/power-drill-risk-manage-ment-form-2792
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-324,power-drill-safe-work-procedurepower-drill-safe-work-procedure,4,Power Drill Safe Work ProcedurePower Drill Safe Work Procedure,Power Drill Safe Work ProcedurePower Drill Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/power-drill-safe-work-proce-dure-2791>,plant-equipment-mgmt-302,"drill, procedure",https://content.sdp.education.vic.gov.au/media/power-drill-safe-work-proce-dure-2791
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-325,spot-welder-risk-management-formspot-welder-risk-management-form,4,Spot Welder Risk Management FormSpot Welder Risk Management Form,Spot Welder Risk Management FormSpot Welder Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/spot-welder-risk-manage-ment-form-2831>,plant-equipment-mgmt-302,"risk, form",https://content.sdp.education.vic.gov.au/media/spot-welder-risk-manage-ment-form-2831
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-326,spot-welder-safe-work-procedurespot-welder-safe-work-procedure,4,Spot Welder Safe Work ProcedureSpot Welder Safe Work Procedure,Spot Welder Safe Work ProcedureSpot Welder Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/spot-welder-safe-work-pro-cedure-2829>,plant-equipment-mgmt-302,procedure,https://content.sdp.education.vic.gov.au/media/spot-welder-safe-work-pro-cedure-2829
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-327,finishing-tools,4,Finishing tools,,plant-equipment-mgmt-188,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-328,belt-sander-risk-management-form,4,Belt Sander Risk Management Form,Belt Sander Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/belt-sander-risk-manage-ment-form-2659>,plant-equipment-mgmt-327,"risk, form",https://content.sdp.education.vic.gov.au/media/belt-sander-risk-manage-ment-form-2659
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-329,belt-sander-safe-work-procedure,4,Belt Sander Safe Work Procedure,Belt Sander Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/belt-sander-safe-work-pro-cedure-2658>,plant-equipment-mgmt-327,procedure,https://content.sdp.education.vic.gov.au/media/belt-sander-safe-work-pro-cedure-2658
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-330,bobbin-sander-risk-management-form,4,Bobbin Sander Risk Management Form,Bobbin Sander Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/bobbin-sander-risk-man-agement-form-2665>,plant-equipment-mgmt-327,"risk, form",https://content.sdp.education.vic.gov.au/media/bobbin-sander-risk-man-agement-form-2665
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-331,bobbin-sander-safe-work-procedure,4,Bobbin Sander Safe Work Procedure,Bobbin Sander Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/bobbin-sander-safe-work-procedure-2664>,plant-equipment-mgmt-327,procedure,https://content.sdp.education.vic.gov.au/media/bobbin-sander-safe-work-procedure-2664
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-332,disc-sander-risk-management-form,4,Disc Sander Risk Management Form,Disc Sander Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/disc-sander-risk-manage-ment-form-2690>,plant-equipment-mgmt-327,"risk, form",https://content.sdp.education.vic.gov.au/media/disc-sander-risk-manage-ment-form-2690
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-333,disc-sander-safe-work-procedure,4,Disc Sander Safe Work Procedure,Disc Sander Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/disc-sander-safe-work-pro-cedure-2689>,plant-equipment-mgmt-327,procedure,https://content.sdp.education.vic.gov.au/media/disc-sander-safe-work-pro-cedure-2689
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-334,electric-kiln-risk-management-form,4,Electric Kiln Risk Management Form,Electric Kiln Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/electric-kiln-risk-manage-ment-form-2698>,plant-equipment-mgmt-327,"risk, form",https://content.sdp.education.vic.gov.au/media/electric-kiln-risk-manage-ment-form-2698
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-335,electric-kiln-safe-work-procedure-electric-kiln-safe-work-procedure,4,Electric Kiln Safe Work Procedure,Electric Kiln Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/electric-kiln-safe-work-pro-cedure-2697>Electric Kiln Safe Work Procedure(DOCX) <https://content.sdp.education.vic.gov.au/media/electric-kiln-safe-work-pro-cedure-2697>,plant-equipment-mgmt-327,procedure,https://content.sdp.education.vic.gov.au/media/electric-kiln-safe-work-pro-cedure-2697; https://content.sdp.education.vic.gov.au/media/electric-kiln-safe-work-pro-cedure-2697
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-336,orbital-sander-risk-management-formorbital-sander-risk-management-form,4,Orbital Sander Risk Management FormOrbital Sander Risk Management Form,Orbital Sander Risk Management FormOrbital Sander Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/orbital-sander-risk-manage-ment-form-2775>,plant-equipment-mgmt-327,"risk, form",https://content.sdp.education.vic.gov.au/media/orbital-sander-risk-manage-ment-form-2775
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-337,orbital-sander-safe-work-procedureorbital-sander-safe-work-procedure,4,Orbital Sander Safe Work ProcedureOrbital Sander Safe Work Procedure,Orbital Sander Safe Work ProcedureOrbital Sander Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/orbital-sander-safe-work-procedure-2774>,plant-equipment-mgmt-327,procedure,https://content.sdp.education.vic.gov.au/media/orbital-sander-safe-work-procedure-2774
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-338,planer-electric-hand-held-risk-management-form,4,Planer – Electric Hand Held Risk Management Form,Planer – Electric Hand Held Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/planer-electric-hand-held-risk-management-form-2784>,plant-equipment-mgmt-327,"risk, form",https://content.sdp.education.vic.gov.au/media/planer-electric-hand-held-risk-management-form-2784
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-339,planer-electric-hand-held-safe-work-procedureplaner-electric-hand-held-safe-work,4,Planer – Electric Hand Held Safe Work ProcedurePlaner – Electric Hand Held Safe Work Procedure,Planer – Electric Hand Held Safe Work ProcedurePlaner – Electric Hand Held Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/planer-electric-hand-held-safe-work-procedure-2783>,plant-equipment-mgmt-327,procedure,https://content.sdp.education.vic.gov.au/media/planer-electric-hand-held-safe-work-procedure-2783
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-340,miscellaneous,4,Miscellaneous,,plant-equipment-mgmt-188,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-341,air-compressor-risk-management-form,4,Air Compressor Risk Management Form,Air Compressor Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/air-compressor-risk-man-agement-form-2646>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/air-compressor-risk-man-agement-form-2646
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-342,air-compressor-safe-work-procedure,4,Air Compressor Safe Work Procedure,Air Compressor Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/air-compressor-safe-work-procedure-2645>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/air-compressor-safe-work-procedure-2645
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-343,automotive-parts-washer-risk-management-form,4,Automotive Parts Washer Risk Management Form,Automotive Parts Washer Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/automotive-parts-washer-risk-management-form-2653>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/automotive-parts-washer-risk-management-form-2653
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-344,automotive-parts-washer-safe-work-procedure,4,Automotive Parts Washer Safe Work Procedure,Automotive Parts Washer Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/automotive-parts-washer-safe-work-procedure-2652>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/automotive-parts-washer-safe-work-procedure-2652
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-345,battery-charger-risk-management-form,4,Battery Charger Risk Management Form,Battery Charger Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/battery-charger-risk-man-agement-form-2657>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/battery-charger-risk-man-agement-form-2657
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-346,battery-charger-safe-work-procedure,4,Battery Charger Safe Work Procedure,Battery Charger Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/battery-charger-safe-work-procedure-2656>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/battery-charger-safe-work-procedure-2656
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-347,bunsen-and-meker-burners-risk-management-form,4,Bunsen and Meker Burners Risk Management Form,Bunsen and Meker Burners Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/bunsen-and-meker-burners-risk-management-form-2667>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/bunsen-and-meker-burners-risk-management-form-2667
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-348,bunsen-and-meker-burners-safe-work-procedure,4,Bunsen and Meker Burners Safe Work Procedure,Bunsen and Meker Burners Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/bunsen-and-meker-burners-safe-work-procedure-2666>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/bunsen-and-meker-burners-safe-work-procedure-2666
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-349,heat-gun-risk-management-form,4,Heat Gun Risk Management Form,Heat Gun Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/heat-gun-risk-management-form-2717>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/heat-gun-risk-management-form-2717
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-350,heat-gun-safe-work-procedureheat-gun-safe-work-procedure,4,Heat Gun Safe Work ProcedureHeat Gun Safe Work Procedure,Heat Gun Safe Work ProcedureHeat Gun Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/heat-gun-safe-work-proce-dure-2716>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/heat-gun-safe-work-proce-dure-2716
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-351,human-powered-vehicles-risk-management-formhuman-powered-vehicles-risk-managemen,4,Human Powered Vehicles Risk Management FormHuman Powered Vehicles Risk Management Form,Human Powered Vehicles Risk Management FormHuman Powered Vehicles Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/human-powered-vehicles-risk-management-form-2727>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/human-powered-vehicles-risk-management-form-2727
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-352,human-powered-vehicles-safe-work-procedurehuman-powered-vehicles-safe-work-proce,4,Human Powered Vehicles Safe Work ProcedureHuman Powered Vehicles Safe Work Procedure,Human Powered Vehicles Safe Work ProcedureHuman Powered Vehicles Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/human-powered-vehicles-safe-work-procedure-2728>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/human-powered-vehicles-safe-work-procedure-2728
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-353,lp-gas-bbq-risk-management-formlp-gas-bbq-risk-management-form,4,LP-Gas BBQ Risk Management FormLP-Gas BBQ Risk Management Form,LP-Gas BBQ Risk Management FormLP-Gas BBQ Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/lp-gas-bbq-risk-manage-ment-form-2744>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/lp-gas-bbq-risk-manage-ment-form-2744
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-354,lp-gas-bbq-safe-work-procedurelp-gas-bbq-safe-work-procedure,4,LP-Gas BBQ Safe Work ProcedureLP-Gas BBQ Safe Work Procedure,LP-Gas BBQ Safe Work ProcedureLP-Gas BBQ Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/lp-gas-bbq-safe-work-pro-cedure-2743>(DOCX) <https://content.sdp.education.vic.gov.au/media/lp-gas-bbq-safe-work-pro-cedure-2743>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/lp-gas-bbq-safe-work-pro-cedure-2743; https://content.sdp.education.vic.gov.au/media/lp-gas-bbq-safe-work-pro-cedure-2743
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-355,tyre-changer-risk-management-formtyre-changer-risk-management-form,4,Tyre Changer Risk Management FormTyre Changer Risk Management Form,Tyre Changer Risk Management FormTyre Changer Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/tyre-changer-risk-manage-ment-form-2846>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/tyre-changer-risk-manage-ment-form-2846
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-356,tyre-changer-safe-work-proceduretyre-changer-safe-work-procedure,4,Tyre Changer Safe Work ProcedureTyre Changer Safe Work Procedure,Tyre Changer Safe Work ProcedureTyre Changer Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/tyre-changer-safe-work-pro-cedure-2845>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/tyre-changer-safe-work-pro-cedure-2845
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-357,vehicle-jack-risk-management-formvehicle-jack-risk-management-form,4,Vehicle Jack Risk Management FormVehicle Jack Risk Management Form,Vehicle Jack Risk Management FormVehicle Jack Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/vehicle-jack-risk-manage-ment-form-2855>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/vehicle-jack-risk-manage-ment-form-2855
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-358,vehicle-jack-safe-work-procedurevehicle-jack-safe-work-procedure,4,Vehicle Jack Safe Work ProcedureVehicle Jack Safe Work Procedure,Vehicle Jack Safe Work ProcedureVehicle Jack Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/vehicle-jack-risk-manage-ment-form-2854>,plant-equipment-mgmt-340,"risk, procedure, form",https://content.sdp.education.vic.gov.au/media/vehicle-jack-risk-manage-ment-form-2854
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-359,wheelchair-risk-management-formwheelchair-risk-management-form,4,Wheelchair Risk Management FormWheelchair Risk Management Form,Wheelchair Risk Management FormWheelchair Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/wheelchair-risk-manage-ment-form-2862>,plant-equipment-mgmt-340,"risk, form",https://content.sdp.education.vic.gov.au/media/wheelchair-risk-manage-ment-form-2862
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-360,wheelchair-safe-work-procedurewheelchair-safe-work-procedure,4,Wheelchair Safe Work ProcedureWheelchair Safe Work Procedure,Wheelchair Safe Work ProcedureWheelchair Safe Work Procedure (DOCX) <https://content.sdp.education.vic.gov.au/media/wheelchair-safe-work-proce-dure-2861>,plant-equipment-mgmt-340,procedure,https://content.sdp.education.vic.gov.au/media/wheelchair-safe-work-proce-dure-2861
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-361,other-templates-relevant-to-this-policy-and-procedure,3,Other templates relevant to this policy and procedure,,plant-equipment-mgmt-187,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-362,other-templates-relevant-to-this-policy-and-proced-item-1,4,Other templates relevant to this policy and procedure item 1,"OHS risk registerOHS risk register (XLSX) <https://content.sdp.education.vic.gov.au/media/ohs-risk-register-2572> to record when plant and equipment hazards are identified, assessed, controlled and reviewed",plant-equipment-mgmt-361,"risk, hazard, control, register, equipment, plant, review, record, procedure",https://content.sdp.education.vic.gov.au/media/ohs-risk-register-2572
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-363,other-templates-relevant-to-this-policy-and-proced-item-2,4,Other templates relevant to this policy and procedure item 2,OHSPurchasingChecklist(DOCX) <https://content.sdp.education.vic.gov.au/media/ohs-purchasing-checklist-2772> for completion prior to the purchase or acquisition of new plant and equipment,plant-equipment-mgmt-361,"equipment, plant, purchase, procedure",https://content.sdp.education.vic.gov.au/media/ohs-purchasing-checklist-2772
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-364,other-templates-relevant-to-this-policy-and-proced-item-3,4,Other templates relevant to this policy and procedure item 3,Plant and Equipment Register (XLSX) <https://content.sdp.education.vic.gov.au/media/plant-and-equipment-register-2787> for recording all plant and equipment,plant-equipment-mgmt-361,"register, equipment, plant, record, procedure",https://content.sdp.education.vic.gov.au/media/plant-and-equipment-register-2787
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-365,other-templates-relevant-to-this-policy-and-proced-item-4,4,Other templates relevant to this policy and procedure item 4,Plant and Equipment Risk Management Form (DOCX) <https://content.sdp.education.vic.gov.au/media/plant-and-equipment-risk-management-form-2786> for documenting risk assessments for hazardous items of plant and equipment.,plant-equipment-mgmt-361,"risk, hazard, assessment, equipment, plant, document, procedure, form",https://content.sdp.education.vic.gov.au/media/plant-and-equipment-risk-management-form-2786
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-366,other-templates-relevant-to-this-policy-and-proced-item-5,4,Other templates relevant to this policy and procedure item 5,Plant and Equipment Maintenance Form (DOCX) <https://content.sdp.education.vic.gov.au/media/plant-and-equipment-main-tenance-form-2785>,plant-equipment-mgmt-361,"equipment, plant, maintenance, procedure, form",https://content.sdp.education.vic.gov.au/media/plant-and-equipment-main-tenance-form-2785
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-367,other-templates-relevant-to-this-policy-and-proced-item-6,4,Other templates relevant to this policy and procedure item 6,Safe Work Procedure template (DOCX) <https://content.sdp.education.vic.gov.au/media/safe-work-procedure-tem-plate-2621> – for completion and display where the control measures include development of procedures for safe operation of plant and equipment,plant-equipment-mgmt-361,"control, equipment, plant, procedure",https://content.sdp.education.vic.gov.au/media/safe-work-procedure-tem-plate-2621
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-368,other-templates-relevant-to-this-policy-and-proced-item-7,4,Other templates relevant to this policy and procedure item 7,"Safe Use of Machinery for Technology Teaching Overview – course information and supervision requirements (DOCX) <https://content.sdp.education.vic.gov.au/media/safe-use-of-machinery-for-technology-teaching-overview-1546> for a quick overview of the required training course, eligibility, how to enrol and student supervision post training completion information and supervision requirements.",plant-equipment-mgmt-361,"requirement, machinery, training, student, procedure, form",https://content.sdp.education.vic.gov.au/media/safe-use-of-machinery-for-technology-teaching-overview-1546
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-369,competency-tests,3,Competency tests,,plant-equipment-mgmt-187,,
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-370,safe-use-of-plant-and-equipment-competency-test-item-1,4,Safe Use of Plant and Equipment Competency Test item 1,Safe Use of Plant and Equipment Competency Test (DOCX) <https://content.sdp.education.vic.gov.au/media/safe-use-of-plant-and-ma-chinery-competency-test-1545> this test is to be completed by students and the supervising teacher to assess the safe use of plant.,plant-equipment-mgmt-369,"equipment, plant, competency, student, teacher",https://content.sdp.education.vic.gov.au/media/safe-use-of-plant-and-ma-chinery-competency-test-1545
plant-equipment-mgmt,Plant and Equipment Management,4-Oct-24,plant-equipment-mgmt-371,safe-use-of-plant-and-equipment-competency-test-item-2,4,Safe Use of Plant and Equipment Competency Test item 2,Restricted Plant and Machinery – Safe Use Competency TestRestricted Plant and Machinery – Safe Use Competency Test (DOCX) <https://content.sdp.education.vic.gov.au/media/restricted-plant-and-ma-chinery-safe-use-competency-test-1544> this test is to be completed by students and the supervising teacher to assess the safe use of restricted plant.,plant-equipment-mgmt-369,"plant, machinery, competency, student, teacher, restricted",https://content.sdp.education.vic.gov.au/media/restricted-plant-and-ma-chinery-safe-use-competency-test-1544
